,DISTRITO,geometry,provDist,DEPARTAMENTO,PROVINCIA,Zona,Latitud,Longitud,cobertura_cell,no_cobertura_cell,Educ_sec_comp,Educ_sec_no_comp,esp_vid_nacer,Ing_fam_p_cap,NBI_2017,NBI_2017_c,Pobreza,No_Pobreza,Ing_fam_p_cap_N,w_NBI_2017_c,z_NBI_2017_c,z_w_NBI_2017_c,lisaNBI,CuadrantesNBI,SigNBI,SpotsNBI
469,ITUATA,POINT (-70.2178 -13.8761),CARABAYA+ITUATA,PUNO,CARABAYA,X,-13.8761,-70.2178,11.976047904191617,88.02395209580838,68.36992263905225,31.63007736094775,65.35653901002001,405.7960415193996,70.6,29.400000000000006,48.041521,51.958479,17.858886559408646,36.03750000000001,-1.7492705017740706,-1.9882863057156355,2.4253795565765515,Q3,significativo,3 coldSpot
477,SANTIAGO DE CHOCORVOS,POINT (-75.2578 -13.8272),HUAYTARA+SANTIAGO DE CHOCORVOS,HUANCAVELICA,HUAYTARA,X,-13.8272,-75.2578,9.090909090909093,90.9090909090909,42.192776382557625,57.807223617442375,63.25476749280915,346.75244481458986,59.6,40.4,37.465381,62.534619,14.886274793111044,46.2375,-1.1480840807944068,-1.215930173309061,0.95181380055739,Q3,significativo,3 coldSpot
479,OLLACHEA,POINT (-70.4756 -13.7944),CARABAYA+OLLACHEA,PUNO,CARABAYA,X,-13.7944,-70.4756,5.882352941176478,94.11764705882352,47.94448468330011,52.05551531669989,68.3031236414702,387.3182851963189,71.0,29.0,44.553477,55.446523,16.928604548721193,40.587500000000006,-1.7711318261733313,-1.6437548937107418,2.015258588646451,Q3,significativo,3 coldSpot
496,SANTO DOMINGO DE CAPILLAS,POINT (-75.245 -13.7356),HUAYTARA+SANTO DOMINGO DE CAPILLAS,HUANCAVELICA,HUAYTARA,X,-13.7356,-75.245,9.230769230769226,90.76923076923077,45.36725115787058,54.63274884212942,63.26877762661423,354.235912213929,52.8,47.2,33.541436000000004,66.458564,15.2630378035895,49.1625,-0.7764415660069778,-0.9944456941630575,0.5195826170048365,Q3,significativo,3 coldSpot
530,MARCAPATA,POINT (-72.1161 -13.3061),QUISPICANCHI+MARCAPATA,CUSCO,QUISPICANCHI,X,-13.3061,-72.1161,2.577319587628864,97.42268041237114,30.492883845903695,69.50711615409631,63.12869858831351,194.45519778825974,83.5,16.5,57.584146000000004,42.415853999999996,7.218710251801145,45.95,-2.4542982136502225,-1.2377000152764028,2.0732885528957548,Q3,significativo,3 coldSpot
545,SAN GABAN,POINT (-70.3889 -13.4333),CARABAYA+SAN GABAN,PUNO,CARABAYA,ZG,-13.4333,-70.3889,21.348314606741567,78.65168539325843,74.87135140317575,25.12864859682425,64.71302946644445,704.7967759284797,88.7,11.299999999999997,37.092151,62.907849,32.91239194932761,41.212500000000006,-2.7384954308406093,-1.5964291503034762,3.0224178874867227,Q3,significativo,3 coldSpot
549,LIMBANI,POINT (-69.6897 -14.1458),SANDIA+LIMBANI,PUNO,SANDIA,X,-14.1458,-69.6897,6.25,93.75,73.0954033909002,26.904596609099798,71.11425203779537,456.6079906513959,88.2,11.799999999999997,45.41504,54.58496,20.417067400142948,28.900000000000002,-2.711168775341534,-2.5287462954266093,4.816654739159494,Q3,significativo,3 coldSpot
557,COASA,POINT (-70.0197 -13.9853),CARABAYA+COASA,PUNO,CARABAYA,X,-13.9853,-70.0197,9.433962264150935,90.56603773584906,62.846862124311194,37.153137875688806,62.19254306816333,254.21822827735394,54.2,45.8,65.642954,34.357046,10.227542666087517,27.45,-0.85295620140439,-2.6385420201314655,1.5829540394811212,Q3,significativo,3 coldSpot
581,AYAPATA,POINT (-70.325 -13.7781),CARABAYA+AYAPATA,PUNO,CARABAYA,ZG,-13.7781,-70.325,18.75,81.25,69.23578094142847,30.764219058571527,66.41201008405402,481.9176140466285,61.4,38.6,43.773202999999995,56.226797000000005,21.691306919821475,42.800000000000004,-1.246460040591079,-1.4762217620490214,1.2675453261605099,Q3,significativo,3 coldSpot
588,PAUCARTAMBO,POINT (-71.78 -13.4936),PAUCARTAMBO+PAUCARTAMBO,CUSCO,PAUCARTAMBO,X,-13.4936,-71.78,25.748502994011986,74.25149700598801,42.678907967899015,57.321092032100985,59.50771953912937,285.51302601039464,49.1,50.9,46.231595,53.768405,11.803112061533277,46.8625,-0.5742243153138183,-1.1686044299017955,0.4564434769010953,Q3,significativo,3 coldSpot
594,CAMANTI,POINT (-71.2289 -14.2711),QUISPICANCHI+CAMANTI,CUSCO,QUISPICANCHI,X,-14.2711,-71.2289,7.407407407407405,92.5925925925926,65.7020880165366,34.29791198346339,57.22814439496783,858.4104388154956,43.9,56.1,15.06989,84.93011,40.64623282702635,35.1,-0.29002709812343147,-2.0592749208265344,0.41698548267015784,Q3,significativo,3 coldSpot
604,ARMA,POINT (-75.5419 -13.1256),CASTROVIRREYNA+ARMA,HUANCAVELICA,CASTROVIRREYNA,X,-13.1256,-75.5419,31.889763779527556,68.11023622047244,47.343888383262595,52.656111616737405,68.89558289355473,369.6405022278763,45.1,54.9,24.38605,75.61395,16.03859803511449,49.900000000000006,-0.35561107132121317,-0.9386013169424838,0.22363584642274292,Q3,significativo,3 coldSpot
607,SAN PEDRO DE PUTINA PUNCO,POINT (-69.0467 -14.1119),SANDIA+SAN PEDRO DE PUTINA PUNCO,PUNO,SANDIA,X,-14.1119,-69.0467,21.333333333333343,78.66666666666666,68.97847478421797,31.021525215782034,79.34965453670833,578.1913029453154,57.4,42.6,36.09379,63.90621,26.538306702641258,32.8,-1.0278467965984739,-2.233433656565272,1.6069862974806584,Q3,significativo,3 coldSpot
608,CHAVIN,POINT (-75.9119 -13.0789),CHINCHA+CHAVIN,ICA,CHINCHA,X,-13.0789,-75.9119,3.225806451612897,96.7741935483871,49.466739956776564,50.533260043223436,78.42598443843107,1136.7535324207875,65.9,34.099999999999994,30.081300999999996,69.918699,54.65970763709604,48.7375,-1.4923999400827601,-1.0266271996799985,1.0333557770709232,Q3,significativo,3 coldSpot
611,SAN PEDRO DE HUACARPANA,POINT (-75.6483 -13.0492),CHINCHA+SAN PEDRO DE HUACARPANA,ICA,CHINCHA,X,-13.0492,-75.6483,5.714285714285722,94.28571428571428,67.56432774584115,32.435672254158845,77.71622907196914,186.59117345877002,71.8,28.200000000000003,10.640539999999998,89.35946,6.822787703769997,45.775,-1.8148544749718523,-1.2509512234304376,1.55047107422468,Q3,significativo,3 coldSpot
612,AZANGARO,POINT (-75.8367 -12.9994),YAUYOS+AZANGARO,LIMA,YAUYOS,X,-12.9994,-75.8367,20.0,80.0,50.63933354116144,49.36066645883856,72.17592852416068,169.61782468354306,60.8,39.2,37.08105,62.91895,5.9682466680169615,36.0,-1.213668053992188,-1.991125850320072,1.6852492736119298,Q3,significativo,3 coldSpot
628,HUANGASCAR,POINT (-75.8311 -12.8997),YAUYOS+HUANGASCAR,LIMA,YAUYOS,X,-12.8997,-75.8311,32.075471698113205,67.9245283018868,58.588011998239686,41.411988001760314,73.32876584012149,552.8880073944789,54.3,45.7,28.65267,71.34733,25.26438576492177,36.575,-0.8584215325042047,-1.9475861663853873,1.1649921856909622,Q3,significativo,3 coldSpot
633,MADEAN,POINT (-75.7775 -12.945),YAUYOS+MADEAN,LIMA,YAUYOS,X,-12.945,-75.7775,22.093023255813947,77.90697674418605,59.32036214821769,40.67963785178231,70.00978724960447,79.01901610592779,67.9,32.099999999999994,37.08105,62.91895,1.4069546834379723,44.550000000000004,-1.6017065620790627,-1.3437096805086777,1.4756087535368048,Q3,significativo,3 coldSpot
635,AURAHUA,POINT (-75.5708 -13.035),CASTROVIRREYNA+AURAHUA,HUANCAVELICA,CASTROVIRREYNA,X,-13.035,-75.5708,12.121212121212125,87.87878787878788,44.79196519607145,55.20803480392855,62.68022371830308,215.0365345730461,46.3,53.7,37.789973999999994,62.210026000000006,8.254899225831004,50.012499999999996,-0.4211950445189945,-0.9300826831291767,0.2622904231385867,Q3,significativo,3 coldSpot
637,VIÑAC,POINT (-75.7794 -12.9311),YAUYOS+VINAC,LIMA,YAUYOS,X,-12.9311,-75.7794,25.714285714285708,74.28571428571429,48.99616932596151,51.00383067403849,78.7698180883654,399.93145841055536,57.8,42.2,32.051319,67.948681,17.563627975468748,37.387499999999996,-1.0497081209977344,-1.8860626999559427,1.3779803816855614,Q3,significativo,3 coldSpot
642,HUEPETUHE,POINT (-70.5336 -12.9975),MANU+HUEPETUHE,MADRE DE DIOS,MANU,ZG,-12.9975,-70.5336,66.66666666666667,33.33333333333333,66.58875934319245,33.41124065680755,74.63460475741941,1511.4659914971085,61.6,38.4,6.808264999999999,93.191735,73.5249991673094,31.2125,-1.2573907027907094,-2.3536410448197267,2.0749604413062404,Q3,significativo,3 coldSpot
657,LINCHA,POINT (-75.6658 -12.8),YAUYOS+LINCHA,LIMA,YAUYOS,X,-12.8,-75.6658,6.756756756756758,93.24324324324324,39.54690809881179,60.45309190118821,76.32696660023468,74.03970652847875,85.5,14.5,51.726324,48.273676,1.1562661233903149,43.037499999999994,-2.563604835646525,-1.4582379795542613,2.5736951151566023,Q3,significativo,3 coldSpot
658,SAMUGARI,POINT (-74.2486 -12.9386),LA MAR+SAMUGARI,AYACUCHO,LA MAR,X,-12.9386,-74.2486,20.370370370370367,79.62962962962963,43.637121022805914,56.362878977194086,82.06985205815603,444.892864830189,58.0,42.0,42.323311000000004,57.676688999999996,19.82725711074133,44.68750000000001,-1.0606387831973647,-1.3332980169590791,0.9691671837464018,Q3,significativo,3 coldSpot
664,HONGOS,POINT (-75.7647 -12.8108),YAUYOS+HONGOS,LIMA,YAUYOS,X,-12.8108,-75.7647,7.692307692307693,92.3076923076923,16.47787837450491,83.52212162549509,75.17754952928517,138.42627892388586,49.2,50.8,28.65267,71.34733,4.397875601401131,37.5,-0.5796896464136335,-1.8775440661426344,0.7574101345796072,Q3,significativo,3 coldSpot
667,CATAHUASI,POINT (-75.8911 -12.8003),YAUYOS+CATAHUASI,LIMA,YAUYOS,X,-12.8003,-75.8911,45.833333333333336,54.166666666666664,43.095989594859006,56.904010405140994,80.51032224360675,745.5016480930437,54.3,45.7,16.38022,83.61977999999999,34.961721405779336,33.650000000000006,-0.8584215325042047,-2.16907064553139,1.3022202542175882,Q3,significativo,3 coldSpot
668,CACRA,POINT (-75.7828 -12.8119),YAUYOS+CACRA,LIMA,YAUYOS,X,-12.8119,-75.7828,12.903225806451616,87.09677419354838,54.63717566283209,45.36282433716791,79.5232446030393,371.68109006886385,56.0,44.0,33.67981,66.32019,16.141333568937235,33.412499999999994,-0.9513321612010621,-2.187054428026152,1.455513558947479,Q3,significativo,3 coldSpot
670,SANTA ROSA,POINT (-74.0669 -13.7528),LA MAR+SANTA ROSA,AYACUCHO,LA MAR,ZG,-13.7528,-74.0669,89.58333333333333,10.416666666666671,48.36436406007452,51.63563593992548,76.64018455692427,584.133567498734,52.4,47.6,31.925593000000003,68.074407,26.837476240334855,41.5625,-0.7545802416077174,-1.5699267339954077,0.8183797043038066,Q3,significativo,3 coldSpot
673,PUTINZA,POINT (-75.9494 -12.6689),YAUYOS+PUTINZA,LIMA,YAUYOS,X,-12.6689,-75.9494,20.0,80.0,61.365891877466574,38.634108122533426,73.38387799135408,398.8929458721126,67.6,32.400000000000006,24.30848,75.69152,17.51134297313976,37.875,-1.5853105687796167,-1.849148620098275,2.038842067780035,Q3,significativo,3 coldSpot
679,INAMBARI,POINT (-70.3678 -13.1),TAMBOPATA+INAMBARI,MADRE DE DIOS,TAMBOPATA,ZG,-13.1,-70.3678,47.5,52.5,56.54783510482739,43.45216489517261,74.2269863647676,1213.9031663194648,43.5,56.5,5.689339,94.310661,58.543886824880495,33.025,-0.268165773724171,-2.2163963889386564,0.4159659431258907,Q3,significativo,3 coldSpot
681,TUPE,POINT (-75.8089 -12.7403),YAUYOS+TUPE,LIMA,YAUYOS,X,-12.7403,-75.8089,47.36842105263158,52.63157894736842,21.185843624363457,78.81415637563654,77.03011376167443,418.4244029824772,96.1,3.9000000000000057,33.67981,66.32019,18.49467465446461,33.475,-3.142929932226928,-2.182321853685425,4.797865646934412,Q3,significativo,3 coldSpot
686,AYNA,POINT (-74.9419 -14.1308),LA MAR+AYNA,AYACUCHO,LA MAR,X,-14.1308,-74.9419,68.18181818181819,31.818181818181813,58.14841838060486,41.85158161939514,73.79465064787826,537.0367398887602,53.0,47.0,38.938658,61.061342,24.466337086860936,40.112500000000004,-0.7873722282066082,-1.6797224587002637,0.9163413644007327,Q3,significativo,3 coldSpot
700,COLONIA,POINT (-75.8906 -12.6319),YAUYOS+COLONIA,LIMA,YAUYOS,X,-12.6319,-75.8906,54.92957746478873,45.07042253521127,51.9472097908121,48.0527902091879,68.8796926946481,171.39526750308994,80.3,19.700000000000003,24.30848,75.69152,6.057733889903561,34.212500000000006,-2.2794076184561383,-2.126477476464851,3.387772861193541,Q3,significativo,3 coldSpot
704,SIVIA,POINT (-74.3536 -13.5831),HUANTA+SIVIA,AYACUCHO,HUANTA,ZG,-13.5831,-74.3536,47.42268041237113,52.57731958762887,52.55594610950206,47.44405389049794,77.00938809632027,494.1084249177928,75.4,24.599999999999994,45.787749,54.212251,22.30506607168188,43.55,-2.0116063945651974,-1.4194308699603033,1.9631792862772097,Q3,significativo,3 coldSpot
705,AYAUCA,POINT (-76.0367 -12.5922),YAUYOS+AYAUCA,LIMA,YAUYOS,X,-12.5922,-76.0367,15.909090909090907,84.0909090909091,43.16739968532273,56.83260031467727,77.88375523453462,969.0941266233976,61.9,38.1,24.30848,75.69152,46.218719109661265,48.56249999999999,-1.2737866960901547,-1.0398784078340333,0.8941682372124378,Q3,significativo,3 coldSpot
711,HUANTAN,POINT (-75.8106 -12.4572),YAUYOS+HUANTAN,LIMA,YAUYOS,X,-12.4572,-75.8106,4.166666666666657,95.83333333333334,52.72921079841573,47.27078920158427,83.81970417509609,684.1798651072872,81.5,18.5,28.65267,71.34733,31.874411963145764,40.487500000000004,-2.34499159165392,-1.6513270126559043,2.6810333799342727,Q3,significativo,3 coldSpot
714,KIMBIRI,POINT (-71.5997 -13.3189),LA CONVENCION+KIMBIRI,CUSCO,LA CONVENCION,X,-13.3189,-71.5997,41.02564102564102,58.97435897435898,49.29293286065465,50.70706713934535,73.40481655087646,542.3967836867969,62.7,37.3,25.020310000000002,74.97969,24.73619411033418,37.800000000000004,-1.3175093448886759,-1.8548277093071466,1.6998277498844068,Q3,significativo,3 coldSpot
726,LARAOS,POINT (-75.7856 -12.3456),YAUYOS+LARAOS,LIMA,YAUYOS,X,-12.3456,-75.7856,3.3333333333333286,96.66666666666667,56.0247864733167,43.9752135266833,76.62723027207832,1196.5091856683794,55.3,44.7,18.08193,81.91807,57.668168636426074,48.362500000000004,-0.913074843502356,-1.0550226457243574,0.6509375314337161,Q3,significativo,3 coldSpot
737,LLOCHEGUA,POINT (-74.0342 -13.7125),HUANTA+LLOCHEGUA,AYACUCHO,HUANTA,ZG,-13.7125,-74.0342,75.0,25.0,51.50453211826823,48.49546788173177,73.58448881445297,569.5770220606879,70.3,29.700000000000003,32.096351,67.903649,26.10461170191393,36.9,-1.7328745084746253,-1.9229767798136095,2.320961290207668,Q3,significativo,3 coldSpot
742,PICHARI,POINT (-71.7619 -13.9531),LA CONVENCION+PICHARI,CUSCO,LA CONVENCION,ZG,-13.9531,-71.7619,42.04545454545454,57.95454545454546,55.29796232913024,44.70203767086976,75.76988073223662,715.5638333545031,56.1,43.9,30.628854,69.371146,33.454470741597255,32.925,-0.9567974923008773,-2.223968507883819,1.4893677974992097,Q3,significativo,3 coldSpot
768,MADRE DE DIOS,POINT (-70.3936 -12.6181),MANU+MADRE DE DIOS,MADRE DE DIOS,MANU,X,-12.6181,-70.3936,45.714285714285715,54.285714285714285,61.501035049113625,38.498964950886375,75.01665035738422,1184.4295418191855,62.4,37.6,1.922952,98.077048,57.060006304813356,42.7,-1.3011133515892304,-1.4837938809941842,1.3302341751776732,Q3,significativo,3 coldSpot
821,MANU,POINT (-71.3633 -12.8381),MANU+MANU,MADRE DE DIOS,MANU,ZG,-12.8381,-71.3633,3.7037037037037095,96.29629629629629,57.21338118948044,42.78661881051956,74.79448830372067,993.3756077789103,50.5,49.5,10.757411,89.242589,47.44119573057028,36.987500000000004,-0.65073895071123,-1.9163511757365919,0.8684687230987981,Q3,significativo,3 coldSpot
842,CANCHAYLLO,POINT (-75.72 -11.8011),JAUJA+CANCHAYLLO,JUNIN,JAUJA,X,-11.8011,-75.72,40.0,60.0,57.771003886361314,42.228996113638686,67.96139219838267,570.0619997002202,55.2,44.8,32.56425,67.43575,26.12902840953546,49.125,-0.9076095124025412,-0.9972852387674936,0.609218311111195,Q3,significativo,3 coldSpot
863,ARAHUAY,POINT (-76.6731 -11.6222),CANTA+ARAHUAY,LIMA,CANTA,X,-11.6222,-76.6731,29.032258064516128,70.96774193548387,68.86336114323993,31.136638856760072,73.23644882654284,477.5842115471473,45.6,54.4,20.90718,79.09282,21.47313722866152,50.775,-0.3829377268202888,-0.8723452761723124,0.22250825582581638,Q3,significativo,3 coldSpot
870,ANDAMARCA,POINT (-74.8058 -11.7319),CONCEPCION+ANDAMARCA,JUNIN,CONCEPCION,X,-11.7319,-74.8058,5.769230769230774,94.23076923076923,47.755986667164976,52.244013332835024,74.10550121764935,236.38049857300427,49.8,50.2,46.875417999999996,53.124582000000004,9.329483466403522,47.6875,-0.612481633012524,-1.1061344486042046,0.4592375505665346,Q3,significativo,3 coldSpot
891,LLAYLLA,POINT (-74.5906 -11.3808),SATIPO+LLAYLLA,JUNIN,SATIPO,X,-11.3808,-74.5906,46.34146341463414,53.65853658536586,64.76247092419209,35.23752907580791,72.67919359098045,485.49883269553175,89.4,10.599999999999994,28.28469,71.71531,21.871607126576105,35.0875,-2.7767527485393155,-2.0602214356946797,3.994163888157966,Q3,significativo,3 coldSpot
897,PANGOA,POINT (-74.6597 -11.2086),SATIPO+PANGOA,JUNIN,SATIPO,X,-11.2086,-74.6597,21.621621621621628,78.37837837837837,43.805659202757695,56.194340797242305,73.74932476832508,398.35419274612934,75.9,24.099999999999994,38.234087,61.765913,17.48421888228476,36.675,-2.038933050064273,-1.9400140474402252,2.7559598733680386,Q3,significativo,3 coldSpot
898,FITZCARRALD,POINT (-70.9336 -12.2678),MANU+FITZCARRALD,MADRE DE DIOS,MANU,X,-12.2678,-70.9336,7.692307692307693,92.3076923076923,34.021528457316045,65.97847154268396,75.54963882084101,638.7693191302349,81.7,18.299999999999997,16.918182,83.081818,29.588170426061563,46.0875,-2.3559222538535503,-1.2272883517268047,1.972480297858143,Q3,significativo,3 coldSpot
902,PAMPA HERMOSA,POINT (-74.7519 -11.4056),SATIPO+PAMPA HERMOSA,JUNIN,SATIPO,X,-11.4056,-74.7519,14.035087719298247,85.96491228070175,39.888280760183136,60.111719239816864,75.34609210791834,313.29823156289746,74.0,26.0,48.846161,51.153839,13.201987359853968,42.300000000000004,-1.9350917591677852,-1.514082356774834,2.020705617301846,Q3,significativo,3 coldSpot
903,COVIRIALI,POINT (-74.6283 -11.2906),SATIPO+COVIRIALI,JUNIN,SATIPO,X,-11.2906,-74.6283,24.444444444444443,75.55555555555556,49.621853968601776,50.378146031398224,72.98639319101154,473.4904915358966,79.2,20.799999999999997,37.709363,62.290637,21.26703460360954,37.58749999999999,-2.2192889763581722,-1.8709184620656178,2.889062661807166,Q3,significativo,3 coldSpot
904,SAN MIGUEL DE ACOS,POINT (-76.8214 -11.2736),HUARAL+SAN MIGUEL DE ACOS,LIMA,HUARAL,X,-11.2736,-76.8214,25.0,75.0,72.4770112244765,27.5229887755235,80.5222087653425,840.9815581971072,43.6,56.4,14.61059,85.38941,39.76875756313551,46.849999999999994,-0.2736311048239862,-1.169550944769941,0.21769275959250706,Q3,significativo,3 coldSpot
914,MAZAMARI,POINT (-74.7519 -11.4056),SATIPO+MAZAMARI,JUNIN,SATIPO,X,-11.4056,-74.7519,33.54430379746836,66.45569620253164,60.01133023046341,39.98866976953659,75.41084938147766,514.084282951313,69.3,30.700000000000003,35.190937000000005,64.809063,23.31077158330928,27.374999999999996,-1.678221197476474,-2.6442211093403376,3.1213965348820376,Q3,significativo,3 coldSpot
927,SATIPO,POINT (-74.6372 -11.2531),SATIPO+SATIPO,JUNIN,SATIPO,X,-11.2531,-74.6372,31.42857142857143,68.57142857142857,59.71661057761873,40.28338942238127,71.64834806655777,816.7465751821994,48.4,51.6,21.841047000000003,78.158953,38.548621939855146,32.050000000000004,-0.5359669976151122,-2.2902245486539905,0.8599264756882126,Q3,significativo,3 coldSpot
929,RIO NEGRO,POINT (-74.31 -11.1469),SATIPO+RIO NEGRO,JUNIN,SATIPO,X,-11.1469,-74.31,36.60714285714286,63.39285714285714,58.12847486528723,41.87152513471277,73.52944498752588,432.7706547473175,79.5,20.5,33.684533,66.315467,19.216951737475682,36.2125,-2.2356849696576173,-1.9750350975616018,3.078414839461465,Q3,significativo,3 coldSpot
935,PACCHO,POINT (-76.9336 -10.9567),HUAURA+PACCHO,LIMA,HUAURA,X,-10.9567,-76.9336,7.692307692307693,92.3076923076923,55.495961036875514,44.504038963124486,78.15551662977417,64.54263566018727,47.2,52.8,25.10339,74.89661,0.6781261355845642,49.81250000000001,-0.47038302441733093,-0.9452269210195009,0.29806280895366977,Q3,significativo,3 coldSpot
951,RIO TAMBO,POINT (-74.6372 -11.2531),SATIPO+RIO TAMBO,JUNIN,SATIPO,ZG,-11.2531,-74.6372,6.395348837209298,93.6046511627907,33.32546533596497,66.67453466403504,78.55779690558742,254.08257818425022,91.4,8.599999999999994,51.784869,48.215131,10.220713219960185,27.112499999999997,-2.886059370535618,-2.6640979215713894,5.409312075267523,Q3,significativo,3 coldSpot
953,SEPAHUA,POINT (-73.0475 -11.1464),ATALAYA+SEPAHUA,UCAYALI,ATALAYA,ZG,-11.1464,-73.0475,12.727272727272734,87.27272727272727,29.715610305363825,70.28438969463618,60.10804455440363,577.6973561902032,64.4,35.599999999999994,31.82103,68.17896999999999,26.51343843549432,31.312500000000004,-1.4104199735855332,-2.346068925874564,2.319782672624652,Q3,significativo,3 coldSpot
954,PICHANAQUI,POINT (-74.8728 -10.9303),CHANCHAMAYO+PICHANAQUI,JUNIN,CHANCHAMAYO,X,-10.9303,-74.8728,42.567567567567565,57.432432432432435,53.361275774812306,46.638724225187694,78.21109613042135,612.1696439943328,55.0,45.0,30.580174,69.419826,28.24898189925159,41.449999999999996,-0.8966788502029108,-1.578445367808716,0.9780059220341134,Q3,significativo,3 coldSpot
964,MANAS,POINT (-77.1669 -10.5953),CAJATAMBO+MANAS,LIMA,CAJATAMBO,X,-10.5953,-77.1669,8.24742268041237,91.75257731958763,58.915788232237155,41.084211767762845,69.89491240101852,734.7266776820641,61.9,38.1,20.099202,79.90079800000001,34.41924422598759,38.87499999999999,-1.2737866960901547,-1.7734274306466506,1.5685796352900665,Q3,significativo,3 coldSpot
965,GORGOR,POINT (-77.0389 -10.6214),CAJATAMBO+GORGOR,LIMA,CAJATAMBO,X,-10.6214,-77.0389,7.7720207253886,92.2279792746114,31.8011356935371,68.1988643064629,68.60378631301352,249.48617894260386,59.0,41.0,37.15457,62.84543,9.989302682139641,50.3125,-1.115292094195516,-0.9073663262936889,0.6762385525000729,Q3,significativo,3 coldSpot
966,COCHAS,POINT (-77.9819 -9.0731),OCROS+COCHAS,ANCASH,OCROS,X,-9.0731,-77.9819,12.5,87.5,55.316764496117614,44.683235503882386,80.24663530175717,934.151204403574,52.6,47.4,23.49801,76.50199,44.45948106292133,48.12500000000001,-0.7655109038073478,-1.073006428219118,0.5556746073617075,Q3,significativo,3 coldSpot
970,VILCABAMBA,POINT (-76.4492 -10.4789),DANIEL ALCIDES CARRION+VILCABAMBA,PASCO,DANIEL ALCIDES CARRION,X,-10.4789,-76.4492,11.290322580645167,88.70967741935483,87.03065030256556,12.969349697434438,74.18180272714011,374.51949396371936,46.5,53.5,44.669951000000005,55.330048999999995,16.28423598827215,47.9875,-0.4321257067186249,-1.0834180917687173,0.3169218936828072,Q3,significativo,3 coldSpot
971,HUANCAPON,POINT (-77.1128 -10.5483),CAJATAMBO+HUANCAPON,LIMA,CAJATAMBO,X,-10.5483,-77.1128,4.347826086956516,95.65217391304348,61.943081698715744,38.056918301284256,72.14938420932536,456.0152268032583,71.0,29.0,30.35862,69.64138,20.38722408286641,42.512499999999996,-1.7711318261733313,-1.4979916040163643,1.8289220180058947,Q3,significativo,3 coldSpot
980,ACAS,POINT (-77.4661 -9.6664),OCROS+ACAS,ANCASH,OCROS,X,-9.6664,-77.4661,7.407407407407405,92.5925925925926,72.52715582953196,27.472844170468036,81.26899302602105,514.4115983319521,70.4,29.599999999999994,28.06648,71.93352,23.327250619243394,46.0625,-1.738339839574441,-1.2291813814630952,1.4577886639967423,Q3,significativo,3 coldSpot
982,SANTIAGO DE CHILCAS,POINT (-77.8931 -9.5622),OCROS+SANTIAGO DE CHILCAS,ANCASH,OCROS,X,-9.5622,-77.8931,2.941176470588232,97.05882352941177,54.473521134896316,45.526478865103684,80.408697949019,669.4438860310302,65.5,34.5,39.956140000000005,60.043859999999995,31.132513650124654,49.85,-1.4705386156834994,-0.9423873764150653,0.9288073242460195,Q3,significativo,3 coldSpot
983,SAN PEDRO DE PILLAO,POINT (-76.4972 -10.4392),DANIEL ALCIDES CARRION+SAN PEDRO DE PILLAO,PASCO,DANIEL ALCIDES CARRION,X,-10.4392,-76.4972,35.71428571428571,64.28571428571429,69.32102520632327,30.67897479367673,73.51130015426875,263.1106948234562,48.8,51.2,48.781405,51.218595,10.675243215539275,44.2125,-0.5578283220143727,-1.3692655819486017,0.5242015006481895,Q3,significativo,3 coldSpot
984,PALLANCHACRA,POINT (-76.2356 -10.4147),PASCO+PALLANCHACRA,PASCO,PASCO,X,-10.4147,-76.2356,29.787234042553195,70.2127659574468,61.532413598705055,38.467586401294945,73.28585779080646,304.0359172907872,46.3,53.7,55.349316,44.650684,12.73566643895759,46.05,-0.4211950445189945,-1.2301278963312408,0.3535059992835326,Q3,significativo,3 coldSpot
986,SAN CRISTOBAL DE RAJAN,POINT (-77.3981 -10.1147),OCROS+SAN CRISTOBAL DE RAJAN,ANCASH,OCROS,X,-10.1147,-77.3981,5.26315789473685,94.73684210526315,57.521537382042595,42.478462617957405,80.48520987963572,692.1737047027779,70.2,29.799999999999997,34.49565,65.50435,32.27687019681762,49.400000000000006,-1.7274091773748106,-0.9764619116682963,1.1335332986330504,Q3,significativo,3 coldSpot
988,LLIPA,POINT (-77.8931 -8.1925),OCROS+LLIPA,ANCASH,OCROS,X,-8.1925,-77.8931,5.555555555555557,94.44444444444444,91.744877700878,8.255122299121993,81.80582949035359,549.1498239762067,49.6,50.4,23.49801,76.50199,25.07618300232094,45.6,-0.601550970812894,-1.2642024315844718,0.5196719814735071,Q3,significativo,3 coldSpot
990,CHACAYAN,POINT (-76.4383 -10.435),DANIEL ALCIDES CARRION+CHACAYAN,PASCO,DANIEL ALCIDES CARRION,X,-10.435,-76.4383,43.66197183098591,56.33802816901409,68.38262882206551,31.617371177934487,78.91552823349026,374.9780919738249,61.0,39.0,53.680466,46.319534,16.307324585798753,47.3125,-1.2245987161918186,-1.134529894648564,0.9432999028006677,Q3,significativo,3 coldSpot
996,PAUCAR,POINT (-76.445 -10.3697),DANIEL ALCIDES CARRION+PAUCAR,PASCO,DANIEL ALCIDES CARRION,X,-10.3697,-76.445,48.4375,51.5625,70.14743750344175,29.85256249655825,75.54637538658046,417.14539608909206,51.2,48.8,52.630675999999994,47.369324000000006,18.430281711747035,41.9875,-0.6889962684099361,-1.5377452284784674,0.7312468628455174,Q3,significativo,3 coldSpot
